ID,WC,WPS,Qmarks,Unique,Dic,Sixltr,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Class
220,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
221,26,26,0,88.46,73.08,19.23,38.46,11.54,11.54,3.85,0,0,7.69,0,0,7.69,11.54,7.69,0,3.85,7.69,0,0,7.69,3.85,0,0,0,7.69,0,0,0,3.85,0,3.85,0,0,0,30.77,3.85,0,11.54,7.69,3.85,3.85,0,11.54,0,0,0,0,0,0,0,0,0,15.38,0,0,7.69,0,0,0,0,0,3.85,3.85,0,0,0,0
222,29,29,0,93.1,51.72,17.24,31.03,3.45,3.45,0,3.45,0,0,0,0,3.45,6.9,6.9,3.45,3.45,0,0,6.9,6.9,0,3.45,3.45,0,10.34,0,0,3.45,0,0,0,0,0,0,10.34,0,3.45,0,3.45,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,6.9,3.45,3.45,0,3.45,3.45,0,0,0,0,3.45,0,0,0,0
223,26,26,0,96.15,61.54,30.77,34.62,7.69,0,0,0,0,0,0,7.69,3.85,7.69,7.69,0,0,3.85,3.85,11.54,0,3.85,0,3.85,0,11.54,0,0,0,3.85,0,3.85,0,3.85,0,11.54,0,0,3.85,3.85,0,0,0,3.85,0,0,0,0,3.85,0,3.85,0,0,7.69,3.85,0,7.69,0,0,0,0,0,3.85,0,0,0,3.85,1
224,11,11,0,100,45.45,36.36,18.18,0,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0
225,25,25,0,92,44,24,20,0,0,0,0,0,0,0,0,4,8,0,4,4,0,0,8,0,4,4,4,0,0,0,0,0,4,4,0,0,0,0,12,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,8,0,0,0,4,0,0,0,0,0,0
226,48,48,0,81.25,64.58,22.92,43.75,10.42,4.17,2.08,0,2.08,0,0,6.25,2.08,4.17,4.17,0,4.17,0,4.17,20.83,6.25,0,2.08,6.25,0,8.33,0,0,0,2.08,2.08,0,0,0,0,10.42,0,2.08,2.08,2.08,4.17,0,0,0,2.08,2.08,0,2.08,0,0,0,0,0,12.5,2.08,2.08,6.25,0,0,2.08,0,0,0,2.08,0,0,0,1
227,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
228,17,17,0,76.47,35.29,11.76,17.65,5.88,0,0,0,0,0,0,5.88,0,5.88,0,5.88,0,0,5.88,5.88,0,0,0,17.65,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,1
229,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
230,61,61,0,73.77,73.77,13.11,49.18,14.75,9.84,9.84,0,0,0,0,4.92,4.92,8.2,4.92,3.28,3.28,1.64,6.56,9.84,4.92,3.28,4.92,6.56,1.64,3.28,0,0,1.64,4.92,3.28,1.64,0,1.64,0,13.11,1.64,3.28,1.64,3.28,1.64,0,1.64,0,1.64,1.64,0,0,3.28,1.64,1.64,0,0,14.75,0,8.2,6.56,0,0,6.56,0,0,0,1.64,0,0,0,1
231,48,48,0,47.92,25,14.58,8.33,2.08,0,0,0,0,0,0,2.08,2.08,0,0,0,0,0,0,2.08,2.08,0,0,20.83,0,2.08,0,0,0,2.08,0,2.08,0,0,2.08,4.17,2.08,0,2.08,0,0,0,2.08,0,2.08,0,2.08,0,6.25,0,6.25,0,0,2.08,0,2.08,0,0,0,0,0,0,0,4.17,0,0,0,1
232,44,22,0,88.64,72.73,34.09,31.82,6.82,2.27,2.27,0,0,0,0,4.55,6.82,6.82,6.82,2.27,4.55,0,0,9.09,0,2.27,4.55,11.36,0,4.55,0,0,2.27,9.09,2.27,6.82,0,4.55,0,2.27,0,2.27,0,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,0,11.36,2.27,4.55,4.55,4.55,0,0,2.27,6.82,0,6.82,0,0,0,1
233,22,22,0,81.82,36.36,13.64,18.18,4.55,0,0,0,0,0,0,4.55,0,4.55,4.55,4.55,0,0,4.55,4.55,4.55,0,0,9.09,0,0,0,0,0,4.55,4.55,0,0,0,0,4.55,0,0,0,0,4.55,0,0,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,4.55,0,0,0,1
234,16,16,6.25,100,62.5,25,31.25,6.25,0,0,0,0,0,0,6.25,0,6.25,6.25,0,6.25,0,6.25,12.5,6.25,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,12.5,0,0,0,0,6.25,0,6.25,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,1
235,15,15,0,93.33,80,40,46.67,0,0,0,0,0,0,0,0,6.67,6.67,6.67,0,6.67,0,6.67,13.33,20,0,0,0,0,6.67,0,0,6.67,6.67,6.67,0,0,0,0,13.33,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,13.33,0,6.67,6.67,0,6.67,0,0,0,0,13.33,0,0,0,1
236,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
237,37,37,0,83.78,56.76,27.03,37.84,8.11,5.41,0,0,2.7,0,2.7,2.7,0,8.11,8.11,2.7,5.41,0,0,16.22,0,0,8.11,13.51,0,5.41,0,0,0,0,0,0,0,0,0,2.7,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.92,5.41,10.81,2.7,2.7,2.7,0,0,2.7,0,5.41,0,0,0,0
238,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
239,26,26,0,92.31,61.54,23.08,38.46,11.54,7.69,0,0,0,3.85,3.85,3.85,3.85,11.54,11.54,0,11.54,0,0,7.69,0,0,0,7.69,0,7.69,0,0,0,7.69,3.85,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0,15.38,3.85,0,0,0,0,3.85,0,3.85,0,0,0,0
240,22,22,0,95.45,54.55,45.45,13.64,4.55,4.55,0,0,0,4.55,0,0,0,0,0,0,0,0,0,9.09,0,0,0,4.55,0,4.55,0,0,0,4.55,4.55,0,0,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,22.73,0,4.55,18.18,4.55,0,4.55,0,4.55,0,4.55,0,0,0,0
241,52,52,0,51.92,21.15,7.69,7.69,1.92,0,0,0,0,0,0,1.92,1.92,1.92,0,0,1.92,0,0,1.92,0,0,1.92,11.54,0,3.85,1.92,0,0,0,0,0,0,0,0,5.77,0,0,1.92,1.92,0,0,1.92,0,0,0,0,0,0,0,0,0,0,3.85,1.92,1.92,0,0,0,1.92,0,0,0,3.85,0,0,0,1
242,20,20,0,90,30,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,0,5,0,0,0,1
243,58,11.6,0,65.52,55.17,12.07,32.76,10.34,0,0,0,0,0,0,10.34,6.9,3.45,3.45,0,3.45,0,1.72,8.62,1.72,0,0,12.07,0,5.17,0,0,1.72,1.72,0,1.72,1.72,0,0,10.34,3.45,3.45,0,1.72,0,1.72,1.72,0,0,0,0,0,0,0,0,0,0,12.07,0,6.9,3.45,1.72,0,0,0,0,0,1.72,0,0,0,1
244,26,26,0,92.31,61.54,23.08,38.46,11.54,7.69,0,0,0,3.85,3.85,3.85,3.85,11.54,11.54,0,11.54,0,0,7.69,0,0,0,7.69,0,7.69,0,0,0,7.69,3.85,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0,15.38,3.85,0,0,0,0,3.85,0,3.85,0,0,0,0
245,60,60,0,81.67,51.67,25,26.67,3.33,0,0,0,0,0,0,3.33,8.33,3.33,3.33,1.67,1.67,0,0,3.33,1.67,1.67,3.33,8.33,0,6.67,0,0,0,5,1.67,3.33,1.67,1.67,0,10,1.67,3.33,0,1.67,0,0,1.67,1.67,1.67,0,0,0,1.67,1.67,0,0,0,10,3.33,6.67,0,1.67,1.67,0,0,1.67,0,1.67,0,0,0,1
246,18,18,0,83.33,44.44,33.33,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,11.11,0,5.56,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,11.11,5.56,0,0,0,0,0,0,5.56,0,5.56,0,0,11.11,0,0,11.11,5.56,5.56,5.56,0,0,0,11.11,0,0,0,0
247,32,32,3.12,90.62,65.62,18.75,46.88,9.38,3.12,0,0,0,0,3.12,6.25,9.38,9.38,9.38,0,9.38,0,3.12,15.62,3.12,3.12,0,3.12,0,6.25,0,0,0,0,0,0,0,0,0,12.5,3.12,3.12,0,3.12,0,0,3.12,0,3.12,3.12,0,0,0,0,0,0,0,15.62,3.12,6.25,6.25,0,0,0,0,0,0,3.12,0,0,0,0
248,78,78,0,82.05,48.72,29.49,23.08,3.85,1.28,0,0,0,0,1.28,2.56,1.28,7.69,6.41,1.28,5.13,0,2.56,5.13,2.56,1.28,1.28,7.69,0,8.97,0,0,2.56,5.13,3.85,1.28,1.28,0,0,8.97,1.28,1.28,0,1.28,0,0,3.85,1.28,0,0,0,0,0,0,0,0,0,8.97,1.28,1.28,6.41,1.28,1.28,0,0,1.28,2.56,2.56,0,0,0,0
249,51,25.5,0,88.24,56.86,19.61,31.37,3.92,3.92,0,0,1.96,0,1.96,0,5.88,3.92,1.96,0,3.92,0,3.92,11.76,3.92,0,1.96,1.96,0,3.92,0,0,0,11.76,1.96,9.8,1.96,5.88,0,9.8,0,1.96,0,0,1.96,0,3.92,1.96,1.96,1.96,0,0,0,0,0,0,0,13.73,0,13.73,0,0,1.96,1.96,0,0,0,1.96,0,0,0,0
250,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
251,16,8,0,100,50,50,31.25,6.25,0,0,0,0,0,0,6.25,6.25,6.25,6.25,0,6.25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,6.25,0,6.25,0,0,0,1
252,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
253,18,18,0,83.33,44.44,16.67,22.22,0,0,0,0,0,0,0,0,11.11,5.56,5.56,0,0,0,0,5.56,0,0,0,11.11,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,5.56,5.56,0,0,0,1
254,48,9.6,2.08,81.25,91.67,16.67,54.17,14.58,10.42,2.08,0,8.33,0,0,4.17,2.08,18.75,8.33,2.08,10.42,2.08,2.08,14.58,4.17,0,10.42,0,6.25,14.58,0,0,0,14.58,2.08,12.5,2.08,6.25,2.08,18.75,2.08,0,2.08,4.17,6.25,0,4.17,0,4.17,0,2.08,2.08,8.33,0,2.08,6.25,0,8.33,0,4.17,4.17,2.08,2.08,2.08,0,6.25,0,4.17,2.08,0,0,1
255,35,35,0,60,37.14,5.71,20,2.86,2.86,0,0,2.86,0,0,0,2.86,2.86,2.86,0,2.86,0,0,5.71,2.86,0,2.86,11.43,0,8.57,0,2.86,0,8.57,8.57,0,0,0,0,2.86,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,5.71,0,5.71,0,0,2.86,0,0,0,0,2.86,0,0,0,1
256,53,26.5,0,77.36,79.25,16.98,47.17,7.55,3.77,0,3.77,0,0,0,3.77,3.77,13.21,13.21,1.89,7.55,1.89,5.66,16.98,1.89,0,0,3.77,0,7.55,0,0,0,13.21,7.55,5.66,0,3.77,0,13.21,0,1.89,3.77,1.89,1.89,3.77,3.77,1.89,0,0,0,0,0,0,0,0,0,13.21,1.89,9.43,1.89,1.89,3.77,0,0,0,3.77,1.89,0,0,0,0
257,31,31,0,80.65,38.71,25.81,19.35,3.23,0,0,0,0,0,0,3.23,3.23,0,0,0,0,0,9.68,3.23,0,3.23,0,9.68,0,0,0,0,0,12.9,3.23,9.68,3.23,0,9.68,6.45,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,3.23,0,0,3.23,0,0,0,0,0,0,0,0,0
258,9,9,0,100,77.78,33.33,33.33,0,0,0,0,0,0,0,0,11.11,11.11,0,0,11.11,0,0,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,11.11,22.22,0,0,0,11.11,0,0,0,0,0,0,0,0,0,22.22,11.11,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,1
259,9,9,0,100,66.67,33.33,33.33,11.11,0,0,0,0,0,0,11.11,0,11.11,11.11,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,1
260,20,20,0,90,30,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,0,5,0,0,0,0
261,7,7,0,100,42.86,42.86,28.57,14.29,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0
262,50,25,0,56,38,6,30,12,10,0,10,0,0,0,2,0,6,4,4,2,0,2,8,0,0,4,16,0,12,0,0,0,0,0,0,0,0,0,10,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,0,2,0,0,0,0,0,0,0
263,59,59,0,79.66,54.24,27.12,28.81,3.39,0,0,0,0,0,0,3.39,8.47,3.39,3.39,1.69,1.69,0,1.69,3.39,1.69,1.69,3.39,10.17,0,6.78,0,0,0,5.08,1.69,3.39,1.69,1.69,0,10.17,1.69,3.39,0,1.69,0,0,1.69,1.69,1.69,0,0,0,1.69,1.69,0,0,0,10.17,3.39,6.78,0,1.69,1.69,0,0,1.69,0,1.69,0,0,0,1
264,24,24,0,91.67,58.33,29.17,37.5,4.17,0,0,0,0,0,0,4.17,12.5,8.33,0,4.17,4.17,0,4.17,12.5,12.5,0,0,4.17,0,0,0,0,0,4.17,4.17,0,0,0,0,12.5,4.17,0,0,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,12.5,0,8.33,4.17,4.17,0,0,0,0,0,0,0,0,0,1
265,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
266,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
267,41,20.5,0,85.37,80.49,39.02,41.46,17.07,12.2,0,0,9.76,0,2.44,4.88,0,17.07,12.2,0,14.63,2.44,2.44,4.88,7.32,0,2.44,0,0,21.95,0,0,7.32,7.32,7.32,2.44,0,0,0,26.83,7.32,4.88,2.44,0,2.44,0,7.32,0,4.88,0,2.44,2.44,4.88,2.44,2.44,0,0,2.44,0,2.44,2.44,0,2.44,0,0,0,0,4.88,0,0,0,1
268,17,17,0,88.24,58.82,29.41,41.18,0,0,0,0,0,0,0,0,17.65,5.88,5.88,0,5.88,0,0,11.76,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,17.65,0,11.76,5.88,0,0,0,0,0,0,5.88,0,0,0,1
269,25,25,0,64,8,16,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
270,23,23,0,95.65,34.78,34.78,17.39,0,0,0,0,0,0,0,0,4.35,4.35,4.35,4.35,0,0,4.35,8.7,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,4.35,4.35,4.35,0,0,0,0,8.7,0,0,0,0,0
271,20,20,0,90,30,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,0,5,0,0,0,0
272,20,6.67,0,80,90,15,35,5,5,0,0,5,0,0,0,5,20,15,0,20,0,0,10,0,0,0,0,0,15,0,0,5,15,10,5,0,0,5,25,0,0,0,0,25,0,0,0,0,0,0,0,10,0,5,5,0,15,0,10,5,0,0,0,0,5,0,5,0,0,0,1
273,52,52,0,78.85,71.15,19.23,38.46,15.38,9.62,0,0,0,9.62,0,5.77,3.85,9.62,9.62,0,7.69,0,1.92,3.85,5.77,0,0,0,0,21.15,0,0,5.77,7.69,1.92,5.77,0,0,1.92,17.31,1.92,3.85,0,3.85,1.92,3.85,0,7.69,3.85,0,1.92,1.92,1.92,1.92,0,0,0,1.92,0,1.92,1.92,0,0,0,0,0,1.92,1.92,0,1.92,1.92,1
274,15,15,0,93.33,86.67,33.33,53.33,20,6.67,0,0,6.67,0,0,13.33,0,13.33,6.67,0,13.33,0,6.67,0,6.67,6.67,6.67,0,0,13.33,0,0,6.67,13.33,0,13.33,0,6.67,6.67,20,0,0,0,0,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,0,13.33,6.67,0,6.67,0,0,0,0,0,0,6.67,0,0,0,1
275,34,34,0,67.65,29.41,14.71,20.59,5.88,5.88,0,0,5.88,0,0,0,0,11.76,5.88,0,11.76,0,2.94,2.94,2.94,0,0,14.71,0,8.82,0,0,0,2.94,2.94,0,0,0,0,5.88,0,0,5.88,2.94,0,0,0,2.94,0,0,0,0,0,0,0,0,0,2.94,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0
276,61,20.33,0,77.05,65.57,18.03,39.34,11.48,3.28,3.28,0,0,0,0,8.2,1.64,18.03,6.56,8.2,9.84,0,4.92,6.56,4.92,1.64,3.28,8.2,0,9.84,0,0,0,1.64,0,1.64,0,0,0,26.23,3.28,4.92,0,4.92,3.28,0,1.64,4.92,3.28,0,3.28,0,0,0,0,0,0,9.84,0,4.92,3.28,0,1.64,0,0,0,0,1.64,0,0,0,1
277,34,34,0,76.47,50,23.53,29.41,5.88,5.88,0,0,0,5.88,0,0,2.94,17.65,8.82,5.88,8.82,2.94,2.94,5.88,5.88,0,0,11.76,0,11.76,0,0,0,5.88,0,5.88,0,0,2.94,17.65,2.94,2.94,2.94,2.94,2.94,2.94,0,2.94,0,0,0,0,0,0,0,0,0,11.76,2.94,2.94,5.88,0,2.94,0,0,0,0,2.94,0,0,0,0
278,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
279,50,25,0,56,38,6,30,12,10,0,10,0,0,0,2,0,6,4,4,2,0,2,8,0,0,4,16,0,12,0,0,0,0,0,0,0,0,0,10,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,0,2,0,0,0,0,0,0,0
280,27,13.5,0,92.59,59.26,22.22,29.63,7.41,0,0,0,0,0,0,7.41,0,0,0,0,0,0,0,14.81,0,0,7.41,3.7,0,3.7,0,0,3.7,7.41,3.7,3.7,0,0,0,11.11,3.7,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,11.11,0,7.41,0,0,0,0,0,0,0,7.41,0,0,0,0
281,20,20,0,80,20,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,5,0,0,0,0,0,0,5,0,0,0,0
282,59,59,0,79.66,54.24,27.12,28.81,3.39,0,0,0,0,0,0,3.39,8.47,3.39,3.39,1.69,1.69,0,1.69,3.39,1.69,1.69,3.39,10.17,0,6.78,0,0,0,5.08,1.69,3.39,1.69,1.69,0,10.17,1.69,3.39,0,1.69,0,0,1.69,1.69,1.69,0,0,0,1.69,1.69,0,0,0,10.17,3.39,6.78,0,1.69,1.69,0,0,1.69,0,1.69,0,0,0,1
283,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0
284,20,20,0,90,30,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,0,0,5,0,0,0,0
285,51,51,0,82.35,64.71,19.61,31.37,1.96,1.96,0,0,0,0,1.96,0,7.84,11.76,3.92,1.96,7.84,1.96,0,11.76,1.96,3.92,5.88,0,0,3.92,1.96,0,0,1.96,0,1.96,0,0,1.96,13.73,1.96,3.92,3.92,0,1.96,0,1.96,0,1.96,1.96,0,0,0,0,0,0,0,17.65,3.92,11.76,1.96,1.96,1.96,0,0,0,0,3.92,1.96,0,0,0
286,31,31,0,80.65,64.52,12.9,41.94,12.9,6.45,0,0,3.23,0,3.23,6.45,0,9.68,9.68,0,6.45,0,3.23,12.9,3.23,6.45,0,6.45,0,6.45,0,0,0,3.23,3.23,0,0,0,0,19.35,0,6.45,0,0,6.45,0,0,6.45,0,0,0,0,0,0,0,0,0,9.68,3.23,0,6.45,3.23,0,0,0,3.23,0,3.23,0,0,0,1
287,10,10,0,100,80,30,60,30,10,10,0,0,0,0,20,0,20,20,0,20,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,33,33,0,90.91,57.58,6.06,45.45,3.03,3.03,0,0,3.03,0,0,0,0,18.18,15.15,3.03,9.09,3.03,9.09,12.12,6.06,6.06,3.03,6.06,0,3.03,0,0,0,0,0,0,0,0,0,15.15,0,0,0,0,3.03,0,12.12,0,0,0,0,0,0,0,0,0,0,21.21,3.03,15.15,3.03,0,0,0,0,0,0,3.03,0,0,0,0
289,12,12,0,83.33,58.33,25,33.33,25,25,0,0,0,25,0,0,0,8.33,0,8.33,0,0,0,0,8.33,0,0,8.33,0,33.33,0,0,0,8.33,0,8.33,0,8.33,0,8.33,0,0,8.33,8.33,0,0,0,8.33,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,1
290,24,24,0,91.67,50,37.5,20.83,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,4.17,0,0,4.17,0,4.17,0,0,0,8.33,4.17,4.17,0,4.17,0,12.5,0,4.17,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,12.5,4.17,8.33,0,4.17,8.33,0,0,0,0,4.17,0,0,0,1
291,34,34,0,85.29,76.47,17.65,52.94,20.59,14.71,2.94,2.94,5.88,2.94,0,5.88,0,20.59,5.88,8.82,11.76,0,8.82,17.65,8.82,0,0,2.94,0,20.59,0,0,0,2.94,2.94,0,0,0,0,23.53,8.82,2.94,0,2.94,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,2.94,0,0
292,28,28,0,75,25,17.86,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,14.29,0,0,0,0,0,3.57,0,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,3.57,0,0,0,0,0,0,14.29,7.14,0,0,0,0
